609,949,-13.650,0.1 # indication of start
150,181,6.621,0.140
116,174,7.838,0.130
108,163,9.699,0.083
118,196,13.067,0.127
121,177,15.015,0.131
114,180,16.576,0.141
110,174,18.432,0.137
121,199,18.792,0.170
112,1849,19.753,1.063
120,185,22.081,0.132
107,179,23.574,0.165
86,197,26.123,0.153
103,208,27.021,0.144
106,204,28.099,0.179
103,204,28.357,0.180
119,1824,29.719,1.090
103,200,31.315,0.178
116,1820,31.966,4.942
113,196,37.007,0.163
112,199,38.060,0.197
103,197,38.802,0.116
112,197,39.509,0.188
101,185,40.817,0.145
147,203,43.180,0.225
121,206,43.623,0.164
144,213,44.688,0.189
142,208,45.040,0.181
170,213,48.325,0.183
153,232,48.833,0.553
137,1760,54.699,2.471
136,177,57.338,0.132
120,183,58.220,0.140
141,209,58.600,0.221
119,180,65.366,0.173
137,196,66.463,0.217
137,204,67.756,0.285
119,207,69.515,0.199
121,200,70.653,0.167
110,185,70.881,0.253
114,206,71.954,0.161
112,200,72.157,0.380
136,183,73.976,0.163
116,202,74.477,0.179
147,1872,75.222,1.067
108,174,76.735,0.149
151,1820,77.171,0.981
107,175,78.209,0.170
103,176,78.524,0.289
170,1873,79.721,0.796
103,176,80.690,0.151
110,170,86.932,0.254
